Gene ID,Gene Name,breast,epididymis,choroid plexus,lymph node,appendix,spleen,skin,tonsil,thymus,stomach,salivary gland,prostate,parathyroid gland,kidney,adipose tissue,urinary bladder,cerebral cortex,esophagus,thyroid gland,adrenal gland,smooth muscle,cervix,gallbladder,colon,rectum,seminal vesicle,placenta,endometrium,ovary,lung,liver,fallopian tube,skeletal muscle,small intestine,duodenum,pancreas,testis,heart muscle,bone marrow,tongue
ENSG00000004848,ARX,0.00310644838475124,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.00506149512103887,0.0474258731775668,0.00266683603754786,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0204724177234313,0.0151709213647627,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.00107788698560172,0.0171112751945664,0.0364188476887906,0.0474258731775668,0.00844182127561742,0.0474258731775668,0.0332140327633588,0.0188363624124329,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0174740145993864,0.022127489003451,0.0474258731775668,0.0294997102735484,0.0474258731775668,0.0474258731775668,0.0474258731775668
ENSG00000160113,NR2F6,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.104264997328657,0.0474258731775668,0.0474258731775668,0.0474258731775668
ENSG00000160199,PKNOX1,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0391572419603829,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668
ENSG00000160685,ZBTB7B,0.0208394921056902,0.0442418206595007,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0403283903951444,0.03139913132782,0.0474258731775668,0.0339567948712504,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0458141880805905,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0468670345254181,0.0354938501685917,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0415582003463904,0.0256686110290389,0.0201078107577094,0.0394160176642576,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0295811894337764,0.0474258731775668,0.0474258731775668,0.029263875292958,0.0386486831685155,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668
ENSG00000160973,FOXH1,0.0474258731775668,0,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0242193276375471,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0313369858416148,0.0474258731775668,0.0474258731775668,0,0.0474258731775668,0.0474258731775668,0.0474258731775668,0,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.00244873232041588,0,0.0474258731775668,0.0474258731775668,0,0.0474258731775668,0,0.0474258731775668,0
ENSG00000161405,IKZF3,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668
ENSG00000197044,ZNF441,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668
ENSG00000197024,ZNF398,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668
ENSG00000162367,TAL1,0.0474258731775668,0.0474258731775668,0.0362581006273903,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.028124186030752,0.0318187503331804,0.0474258731775668,0.0408707120374213,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.0474258731775668,0.035570392135074,0.0474258731775668,0.0474258731775668,0.0474258731775668
ENSG00000162624,LHX8,0,0,0,0,0,0,0,0.0138808336277531,0.0313419288669821,0,0.0474258731775668,0.0234161877621736,0,0,0,0.0474258731775668,0,0.0403753435855737,0.0117887720861496,0,0,0,0.0474258731775668,0,0,0,0.0234705007645156,0,0.0040602954966053,0.0474258731775668,0,0,0,0,0,0,0.0449369375781428,0.0474258731775668,0,0.019559257679344
