Gene,breast,epididymis,choroid plexus,lymph node,appendix,spleen,skin,tonsil,thymus,stomach,salivary gland,prostate,parathyroid gland,kidney,adipose tissue,urinary bladder,cerebral cortex,esophagus,thyroid gland,adrenal gland,smooth muscle,cervix,gallbladder,colon,rectum,seminal vesicle,placenta,endometrium,ovary,lung,liver,fallopian tube,skeletal muscle,small intestine,duodenum,pancreas,testis,heart muscle,bone marrow,tongue
ENSG00000004848,0.003106448384751239,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.005061495121038872,0.04742587317756679,0.002666836037547859,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.02047241772343131,0.015170921364762722,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.0010778869856017204,0.01711127519456645,0.03641884768879062,0.04742587317756679,0.00844182127561742,0.04742587317756679,0.033214032763358756,0.018836362412432875,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.01747401459938639,0.022127489003451052,0.04742587317756679,0.029499710273548446,0.04742587317756679,0.04742587317756679,0.04742587317756679
ENSG00000160113,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.10426499732865653,0.04742587317756679,0.04742587317756679,0.04742587317756679
ENSG00000160199,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.039157241960382894,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679
ENSG00000160685,0.020839492105690208,0.04424182065950068,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.040328390395144444,0.03139913132782,0.04742587317756679,0.03395679487125036,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.045814188080590464,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.0468670345254181,0.035493850168591703,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04155820034639041,0.025668611029038946,0.020107810757709413,0.03941601766425761,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.02958118943377641,0.04742587317756679,0.04742587317756679,0.029263875292957976,0.0386486831685155,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679
ENSG00000160973,0.04742587317756679,0.0,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.02421932763754707,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.031336985841614796,0.04742587317756679,0.04742587317756679,0.0,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.0,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.0024487323204158812,0.0,0.04742587317756679,0.04742587317756679,0.0,0.04742587317756679,0.0,0.04742587317756679,0.0
ENSG00000161405,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679
ENSG00000197044,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679
ENSG00000197024,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679
ENSG00000162367,0.04742587317756679,0.04742587317756679,0.03625810062739034,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.02812418603075204,0.031818750333180434,0.04742587317756679,0.04087071203742133,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.03557039213507405,0.04742587317756679,0.04742587317756679,0.04742587317756679
ENSG00000162624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013880833627753105,0.03134192886698208,0.0,0.04742587317756679,0.023416187762173583,0.0,0.0,0.0,0.04742587317756679,0.0,0.040375343585573674,0.011788772086149632,0.0,0.0,0.0,0.04742587317756679,0.0,0.0,0.0,0.02347050076451563,0.0,0.004060295496605301,0.04742587317756679,0.0,0.0,0.0,0.0,0.0,0.0,0.04493693757814282,0.04742587317756679,0.0,0.01955925767934396
ENSG00000160094,0.04742587317756679,0.04609916186443346,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.10018552245149126,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.1220522936835134,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.06451678932816857,0.1409782661792879,0.04742587317756679,0.050227572367381505,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.09169827523321737,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.06262963130080099,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.07089012700585563,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679
ENSG00000162761,0.04742587317756679,0.004806692973707249,0.04742587317756679,0.0026062242534624813,0.023994405119266187,0.0,0.04742587317756679,0.014383854491873531,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.0,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.0,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.0,0.03407141905660674,0.04742587317756679,0.0,0.04742587317756679
ENSG00000162924,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679
ENSG00000162992,0.01736773658222292,0.04742587317756679,0.04742587317756679,0.00831108757496115,0.04742587317756679,0.03514919879071378,0.019600686236868534,0.012603121636907572,0.04742587317756679,0.04742587317756679,0.007821103975471975,0.042332871549223404,0.0,0.04742587317756679,0.0385616817198955,0.02784583116378806,0.04742587317756679,0.0038833188379530383,0.04742587317756679,0.0,0.011162990790201742,0.009302410561614328,0.0,0.04742587317756679,0.04742587317756679,0.02179162833171821,0.006388935913516607,0.014039140126610452,0.009269070119602405,0.010694719152897747,0.04423878788162432,0.02021418557913221,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.012689638822600992,0.0
ENSG00000163064,0.04742587317756679,0.0,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.0,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.0,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.0,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.0,0.008852461999320839,0.04742587317756679,0.0,0.04742587317756679,0.0,0.04742587317756679,0.04742587317756679,0.0,0.04742587317756679
ENSG00000163132,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.029375695648533665,0.04742587317756679,0.04742587317756679,0.04742587317756679,0.04742587317756679
